"uploadID","uploadRA","uploadDEC","uploadSearchID","objID","survey","specObjID","distance_arcmin","fov_radius","IAUName","ra","dec","band","nuv_exptime","fuv_exptime","fuv_mag","fuv_magerr","nuv_mag","nuv_magerr","fuv_flux","fuv_fluxerr","nuv_flux","nuv_fluxerr","e_bv","spectra","fuv_fwhm_world","nuv_fwhm_world","ra_cent","dec_cent","minObsDate","meanObsDate","maxObsDate","minObsMJD","meanObsMJD","maxObsMJD","tilename","tilenum","img","subvis","photoextractid","nuv_flux_auto","nuv_flux_aper_7","nuv_artifact","fuv_flux_auto","fuv_flux_aper_7","fuv_artifact"
"Mrk10","116.87125","60.93361111","184","6373484319879464270","AIS","0","0.040817398609497547","0.21708658337593079","GALEX J074728.8+605602","116.8700741789234","60.933980545273648","3","96","96","16.611412","0.0386941954","16.2454338","0.0250607878","823.0709","29.3260288","1152.9906","26.60668","0.0465024151","false","0.0113607273","0.00267517474","116.42745","60.96451","2006-12-24","2006-12-24","2006-12-24","54093.73265046296","54093.73265046296","54093.733761574069","AIS_73","50073","1","98","6373484319876317184","34.184261322021484","15.877778053283691","0","7.6460180282592773","3.546452522277832","0"
"Mrk1018","31.56666667","-0.291388889","185","3784961163984379750","MIS","0","0.011994822006283046","0.17159327864646912","GALEX J020615.9-001728","31.566602488761038","-0.29119955764357741","3","3323.4","3323.4","16.0232868","0.00533516845","15.9487715","0.003373961","1414.7749","6.950334","1515.27332","4.70761776","0.0277712084","false","0.0012125111","0.00152733212","31.40144","-0.33774","2008-10-21","2008-10-21","2008-10-21","54760.65315972222","54760.778159722227","54760.877870370372","MISGCSN_17776_0404o","42039","1","-999","3784961163981225984","44.925342559814453","43.6244010925293","0","13.142724990844727","13.127632141113281","0"
"Mrk1210","121.0245833","5.113888889","186","6377952639571725280","AIS","0","0.011521206819378304","0.23719395697116852","GALEX J080405.9+050649","121.02472389466","5.1137575044009873","3","210","210","17.3940029","0.0392156132","16.9314766","0.0217903946","400.314026","14.4553957","612.9271","12.2982731","0.03009826","false","0.0017236378","0.00208123517","121.26286","5.11301","2006-02-07","2006-02-13","2006-02-20","53773.303553240745","53779.845219907409","53786.451145833336","AIS_200","50200","1","9","6377952639568576512","18.172273635864258","16.581584930419922","0","3.7187662124633789","3.4501397609710693","0"
"Mrk1310","180.31","-3.678055556","187","3073779450952823473","GII","0","0.0053812071630937744","0.15270230174064636","GALEX J120114.3-034040","180.3099299885674","-3.677999321759267","3","20183.05","16666.85","16.79734","0.00274256384","16.6341572","0.00152852875","693.5306","1.75142908","806.003357","1.13443768","0.030531738","false","0.00122646685","0.00148873439","180.44050","-3.75763","2006-03-10","2007-03-06","2008-02-29","53804.938796296294","54165.188796296294","54525.470694444441","GI1_114003_PG1159m035","21826","1","-999","3073779450949664768","23.896663665771484","23.299839019775391","128","6.4426369667053223","6.4620189666748047","0"
"Mrk1310","180.31","-3.678055556","187","6382597000309770427","AIS","0","0.012363594919206201","0.23081699013710022","GALEX J120114.3-034040","180.30994519210591","-3.6778568875713091","3","110","110","16.6268845","0.03810002","16.5251522","0.0234510284","811.425049","28.4671364","891.125244","19.2429123","0.030531738","false","0.00172854506","0.00153586722","180.52679","-3.75820","2007-03-25","2007-03-25","2007-03-25","54184.320902777778","54184.320902777778","54184.322175925925","AIS_332","50332","1","31","6382597000306622464","26.420385360717773","26.749284744262695","0","7.5378322601318359","7.7084226608276367","0"
"Mrk1392","226.4858333","3.707222222","188","6382772931833891012","AIS","0","0.020338718478319213","0.444306880235672","GALEX J150556.5+034227","226.48566980338259","3.7075193535169819","3","155","155","16.39537","0.0303986669","16.1560917","0.01645101","1004.27808","28.1111546","1251.88013","18.9638042","0.0456935838","false","0.001277529","0.00152975146","226.04052","3.71674","2007-05-22","2007-05-27","2007-06-02","54242.249259259253","54247.915925925925","54253.553668981483","AIS_337","50337","1","40","6382772931830743040","37.116168975830078","36.129348754882812","0","9.3293638229370117","9.4710235595703125","0"
"Mrk1392","226.4858333","3.707222222","188","2935504868643706776","MIS","0","0.015828705359266098","0.47006499767303467","GALEX J150556.5+034226","226.4857701576145","3.7074783984061481","3","1894.25","1894.25","16.2659836","0.00533643551","16.036623","0.00322609185","1131.38086","5.55942965","1397.49451","4.15142345","0.0456935838","false","0.00129243825","0.00159842079","226.01509","3.72631","2008-05-17","2008-11-19","2009-05-24","54603.102824074071","54789.061157407406","54975.037824074076","MISWZN15_33702_0338","17896","1","-999","2935504868640555008","41.433395385742188","39.319320678710938","17","10.510100364685059","10.430802345275879","256"
"Mrk18","135.4933333","60.15166667","189","3847343055897103740","MIS","0","0.022684152700173391","0.36087289452552795","GALEX J090158.2+600907","135.4928906086127","60.151973901899858","1","1681.2","0","-999","-999","16.7978783","0.00728626875","-999","-999","693.1838","4.65075827","0.04220418","false","-99","0.00268593221","136.10410","60.34753","2011-01-09","2011-01-09","2011-01-09","55570.415821759256","55570.415821759256","55570.435277777775","MISGCSN3_02911_0078","43812","7","-999","3847343055896051712","20.551750183105469","19.308658599853516","0","-99","-99","-999"
"Mrk18","135.4933333","60.15166667","189","6373625019786856959","AIS","0","0.017772343690142006","0.35483244061470032","GALEX J090158.3+600906","135.492931282684","60.151885081424467","3","744.05","264","17.379652","0.03915517","16.8237534","0.0101688188","405.640259","14.6251507","676.8586","6.33780146","0.04220418","false","0.00325959874","0.00261491467","136.09863","60.34044","2004-01-18","2004-08-06","2005-02-23","53022.048449074078","53223.173449074071","53424.31078703703","AIS_77","50077","1","63","6373625019783708672","20.06773567199707","19.133621215820312","0","3.768244743347168","3.7128760814666748","256"
"Mrk198","182.30875","47.05833333","190","6374504628015337917","AIS","0","0.011911258707700351","0.56264734268188477","GALEX J120914.1+470329","182.3090404941714","47.058317642421287","3","112","112","17.84784","0.06141806","17.3566666","0.03599234","263.5517","14.9050055","414.317","13.7313423","0.0165191889","false","0.003329485","0.00255134073","182.11899","46.51093","2004-03-22","2004-03-22","2004-03-22","53086.720625","53086.720625","53086.721921296295","AIS_102","50102","1","62","6374504628012187648","12.283811569213867","11.78157901763916","257","2.4482958316802979","2.4291865825653076","0"
"Mrk198","182.30875","47.05833333","190","3056468739883023498","GII","0","0.058237075241783239","0.60225403308868408","GALEX J120914.2+470326","182.30930164186441","47.057438419278583","1","4551.15","1661.05","-999","-999","17.22237","0.009106082","-999","-999","468.869049","3.931455","0.0165191889","false","-99","0.005087476","182.47589","46.46609","2005-03-17","2005-09-06","2006-02-27","53446.837210648147","53619.920543981483","53793.04351851852","GI1_047059_NGC4144","21334","1","-999","3056468739881959424","13.901189804077148","12.558235168457031","169","-99","-99","40"
"Mrk198","182.30875","47.05833333","190","3056468739884075838","GII","0","0.01977969180881025","0.60336172580718994","GALEX J120914.1+470330","182.30912320657319","47.058543174718977","2","4551.15","1661.05","17.7766","0.0288505312","-999","-999","281.424622","7.476289","-999","-999","0.0165191889","false","0.0018737847","-99","182.47589","46.46609","2005-03-17","2005-09-06","2006-02-27","53446.837210648147","53619.920543981483","53793.04351851852","GI1_047059_NGC4144","21334","1","-999","3056468739881959424","-99","-99","169","2.6143283843994141","2.5612869262695312","40"
"Mrk202","184.4791667","58.65972222","191","3245901399410614121","GII","0","0.018227872998535594","0.2051062285900116","GALEX J121755.0+583935","184.47946199094949","58.6599843353936","1","2766.2","0","-999","-999","17.5376186","0.007867796","-999","-999","350.713257","2.540829","0.02038031","false","-99","0.00153778959","184.84069","58.57821","2010-05-04","2010-05-04","2010-05-04","55320.113576388889","55320.155243055553","55320.198055555549","GI6_061018_F_VOID_220","26718","7","-999","3245901399409557504","10.398067474365234","10.142154693603516","0","-99","-99","-999"
"Mrk202","184.4791667","58.65972222","191","6374399037318106748","AIS","0","0.013110215758605819","0.16547361016273499","GALEX J121754.9+583935","184.4790336815804","58.659929481229639","3","291.05","91","17.5563526","0.05832392","17.33347","0.0204641279","344.715759","18.51305","423.264679","7.975822","0.02038031","false","0.00131233735","0.00150490482","184.72235","58.55355","2004-03-10","2004-09-29","2005-04-20","53074.318784722222","53277.318784722222","53480.337326388886","AIS_99","50099","1","27","6374399037314957312","12.54909610748291","12.70346736907959","0","3.2022790908813477","3.3073799610137939","0"
"Mrk279","208.2641667","69.30833333","192","6374363835766148765","AIS","0","0.008529187892129305","0.38575461506843567","GALEX J135303.4+691829","208.26453322766761","69.308274720861363","3","123","123","14.9538345","0.0183261819","14.8148794","0.009351183","3788.50317","63.9307556","4305.73926","37.0752831","0.015992837","false","0.00120650523","0.001705105","207.92564","68.94191","2004-01-25","2004-01-25","2004-01-25","53029.791342592594","53029.791342592594","53029.792766203704","AIS_98","50098","1","11","6374363835762999296","127.65804290771484","125.12985992431641","0","35.193763732910156","35.7402458190918","0"
"Mrk290","233.9683333","57.9025","193","6374997151242523040","AIS","0","0.010540242582075945","0.40165230631828308","GALEX J153552.4+575409","233.9683964753834","57.9026724335456","3","183","183","15.5531178","0.0190229025","15.6879673","0.0116597274","2181.49878","38.21219","1926.69336","20.6857452","0.01412023","false","0.00114652771","0.00156715559","233.76293","57.51631","2004-04-30","2005-10-22","2007-04-15","53125.694212962968","53665.819212962961","54205.963622685187","AIS_116","50116","1","8","6374997151239372800","57.123264312744141","57.189567565917969","0","20.265298843383789","20.59931755065918","256"
"Mrk290","233.9683333","57.9025","193","6371725096980054018","AIS","0","0.0092857508154860716","0.55890023708343506","GALEX J153552.3+575409","233.9681369113336","57.902614288399747","3","180.05","180.05","15.8390331","0.025335988","15.6357059","0.0120333144","1676.44324","39.110817","2021.70349","22.4012833","0.01412023","false","0.00160850107","0.00185945176","234.24335","58.44234","2004-04-30","2005-10-22","2007-04-15","53125.6955787037","53665.820578703708","54205.965243055551","AIS_23","50023","1","94","6371725096976908288","59.940155029296875","59.661380767822266","0","15.573524475097656","15.888242721557617","0"
"Mrk3","93.901667","71.0375","194","2484546771581144314","NGS","0","0.0048945135427185225","0.012952434830367565","GALEX J061536.3+710215","93.9014635166077","71.03754777487822","3","3331.05","1661","18.5352039","0.0232704971","17.47361","0.012037118","139.933136","2.99844718","372.011017","4.12333345","0.1898547","false","0.001643304","0.0016492164","93.91718","71.04945","2004-03-05","2004-08-30","2005-02-24","53069.376875","53247.46020833333","53425.557557870372","NGA_Mrk3","5079","1","-999","2484546771577995264","11.029509544372559","7.5778112411499023","273","1.2999259233474731","1.3400088548660278","0"
"Mrk3","93.901667","71.0375","194","6374223140153721428","AIS","0","0.016588913047482334","0.49006098508834839","GALEX J061536.2+710214","93.900864917296389","71.037407746535919","3","430","208","18.43226","0.06384412","17.8782883","0.0229910091","153.850174","9.044594","256.262268","5.42516375","0.1898547","false","0.00116053375","0.00185730855","92.81148","71.37950","2004-03-05","2004-06-21","2004-10-06","53069.311180555553","53177.019513888888","53284.728437499994","AIS_94","50094","1","50","6374223140150575104","7.5977511405944824","7.6319551467895508","1","1.4292099475860596","1.5068819522857666","0"
"Mrk3","93.901667","71.0375","194","6374223149817400198","AIS","0","0.0086574276147332613","0.46073609590530396","GALEX J061536.4+710214","93.901721300036726","71.037356792467918","3","192","192","18.3269482","0.0568518154","17.7951488","0.0317382067","169.52066","8.874362","276.655731","8.085228","0.1898547","false","0.00145005388","0.00210229587","95.01209","70.75412","2006-12-22","2007-01-17","2007-02-13","54091.045787037045","54117.629120370366","54144.254120370373","AIS_94","50094","1","59","6374223149814251520","8.2023839950561523","8.1103076934814453","17","1.5747829675674439","1.6437900066375732","0"
"Mrk335","1.58125","20.20277778","195","6375982357682324129","AIS","0","0.024423336272175057","0.44470369815826416","GALEX J000619.6+201210","1.581651582855738","20.202931594490281","1","90","0","-999","-999","15.0253334","0.0132050952","-999","-999","3547.041","43.12985","0.0349452049","false","-99","0.00163921679","1.20844","20.47734","2011-10-22","2011-10-22","2011-10-22","55856.712430555563","55856.712430555563","55856.713472222218","AIS_144","50144","1","49","6375982357681274880","105.16388702392578","105.44022369384766","0","-99","-99","-999"
"Mrk335","1.58125","20.20277778","195","6375982364126876148","AIS","0","0.023211790643133924","0.58261895179748535","GALEX J000619.4+201211","1.581071189934832","20.20312635326189","3","202.05","202.05","15.209712","0.0142677315","15.0787773","0.009114716","2993.071","39.32259","3376.67017","28.3401375","0.03668439","false","0.00143524224","0.00311343116","1.80825","19.66106","2006-10-25","2007-04-02","2007-09-07","54033.662534722229","54192.120868055557","54350.573657407411","AIS_144","50144","1","55","6375982364123725824","100.1126708984375","94.045059204101562","256","27.804498672485352","28.286106109619141","0"
"Mrk348","12.19625","31.95694444","196","6376721200507257546","AIS","0","0.0357986078012914","0.37824302911758423","GALEX J004847.2+315726","12.196805073289029","31.957310760404969","3","228","228","17.8291168","0.04345078","16.9554958","0.0243707523","268.1361","10.7281055","599.5165","13.4536533","0.06698711","false","0.00634468533","0.00320019969","11.89879","32.23897","2003-08-23","2005-03-31","2006-11-07","52874.972407407404","53460.55574074074","54046.197812499995","AIS_165","50165","1","22","6376721200504111104","17.774669647216797","9.5312652587890625","0","2.4908831119537354","2.2289910316467285","0"
"Mrk348","12.19625","31.95694444","196","2482119049907012236","NGS","0","0.03423022317135898","0.45309224724769592","GALEX J004847.2+315725","12.19684517047533","31.95720992159746","3","1188.15","1188.15","17.3485374","0.0195207857","16.9354382","0.0121714743","417.433319","7.503339","610.6953","6.84444046","0.06698711","false","0.0031800603","0.00355524616","12.19802","32.41030","2003-10-07","2003-10-07","2003-10-07","52919.843611111115","52919.843611111115","52919.857361111113","NGA_NGC0266","5010","1","-999","2482119049903865856","18.106103897094727","9.1502227783203125","0","3.8777978420257568","2.1028187274932861","0"
"Mrk348","12.19625","31.95694444","196","2502455616972266743","NGS","0","0.0048125166832406171","0.0031031083781272173","GALEX J004847.1+315724","12.19627825465594","31.956867897608991","1","15190.55","0","-999","-999","17.3259068","0.002984494","-999","-999","426.222839","1.17132556","0.06698711","false","-99","0.002196548","12.19953","31.95830","2009-08-23","2009-09-22","2009-10-22","55066.441979166666","55096.441979166673","55126.435185185182","NGA_NGC0262","5588","1","-999","2502455616971210752","12.636800765991211","9.4398918151855469","409","-99","-99","-999"
"Mrk352","14.97208333","31.82694444","197","6372393594678937169","AIS","0","0.011318107139037545","0.098576948046684265","GALEX J005953.3+314937","14.972107939699409","31.827131912669181","1","214.1","0","-999","-999","16.4907532","0.0176477861","-999","-999","919.8108","14.9471664","0.0619877838","false","-99","0.001744651","15.07078","31.87903","2011-10-24","2011-11-04","2011-11-15","55858.507118055553","55869.465451388889","55880.480381944442","AIS_42","50042","1","89","6372393594677886976","27.270864486694336","26.287853240966797","0","-99","-99","-999"
"Mrk359","21.88583333","19.17888889","198","6377354522426084166","AIS","0","0.011760200317068698","0.474091500043869","GALEX J012732.5+191044","21.885635513206829","19.178948127520769","3","190","190","17.0671177","0.0345659442","16.77371","0.0201297123","540.94696","17.2176266","708.786865","13.1378222","0.0542888641","false","0.00151109917","0.00191270967","21.43107","18.97842","2006-11-13","2006-11-19","2006-11-25","54052.435555555559","54058.560555555552","54064.692002314812","AIS_183","50183","1","25","6377354522422935552","21.014354705810547","21.198884963989258","1","5.0251932144165039","5.1232614517211914","0"
"Mrk417","162.37875","22.96444444","199","6387874687261607568","AIS","0","0.016602841310935569","0.526099443435669","GALEX J104930.9+225752","162.378979117643","22.964623512145732","3","103.05","103.05","19.49179","0.145197809","19.0245342","0.08764805","57.98104","7.752044","89.1632","7.196115","0.025714064","false","0.002743295","0.00468688272","161.80925","23.00565","2007-02-16","2007-02-16","2007-02-16","54147.133888888886","54147.133888888886","54147.135081018518","AIS_482","50482","1","60","6387874687258460160","2.6435410976409912","2.5926587581634521","0","0.53862196207046509","0.52276945114135742","0"
"Mrk417","162.37875","22.96444444","199","6387874695851541755","AIS","0","0.0272288465288024","0.48132592439651489","GALEX J104930.9+225753","162.37899517312351","22.964838124820609","3","108","108","19.3496342","0.15794985","19.0015945","0.09176611","66.09189","9.612527","91.06712","7.69509745","0.025714064","false","0.003748756","0.00639066473","162.87103","23.12819","2007-02-16","2007-02-16","2007-02-16","54147.135520833333","54147.135520833333","54147.136770833335","AIS_482","50482","1","68","6387874695848394752","2.6999893188476562","2.7593779563903809","0","0.61396867036819458","0.70022743940353394","0"
"Mrk477","220.15875","53.50444444","200","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"Mrk50","185.8504167","2.679166667","201","6378937834202465183","AIS","0","0.023862157039159292","0.43386873602867126","GALEX J122324.2+024044","185.85081337615321","2.67913261997256","3","192","112","16.0837364","0.0300717149","15.9146032","0.01239709","1338.15833","37.0540657","1563.71741","17.85041","0.0161847044","false","0.00107634463","0.0015324722","185.60801","3.03890","2004-03-31","2004-10-13","2005-04-27","53095.553993055553","53291.303993055561","53487.121261574081","AIS_228","50228","1","39","6378937834199318528","46.361629486083984","46.776115417480469","0","12.430985450744629","12.674572944641113","0"
"Mrk50","185.8504167","2.679166667","201","6378937846011531184","AIS","0","0.006307813091889213","0.59071075916290283","GALEX J122324.1+024044","185.85046829385249","2.6790750359294591","1","108","108","-999","-999","16.2344627","0.0206602048","-999","-999","1164.70056","22.1574154","0.0161847044","false","-99","0.00283312425","186.13977","2.16391","2007-04-18","2007-04-18","2007-04-18","54208.764699074069","54208.764699074069","54208.765949074077","AIS_228","50228","1","50","6378937846010478592","34.531440734863281","34.506698608398438","1","-99","-99","256"
"Mrk50","185.8504167","2.679166667","201","3787775913950717950","MIS","0","0.055423669583281529","0.57308292388916016","GALEX J122324.2+024043","185.85122386427781","2.678715909637535","1","2363.65","0","-999","-999","16.2201767","0.00401809672","-999","-999","1180.12683","4.36635733","0.0161847044","false","-99","0.003195114","186.10692","2.16573","2010-05-02","2010-10-21","2011-04-11","55318.949710648143","55490.866377314815","55662.7805324074","MISGCSN_13472_0229","42119","7","-999","3787775913949659136","34.988803863525391","33.528343200683594","33","-99","-99","-999"
"Mrk50","185.8504167","2.679166667","201","3819758508179458004","MIS","0","0.0090237237756283","0.45695021748542786","GALEX J122324.1+024044","185.85054957080689","2.679095937253317","1","1531.05","0","-999","-999","16.1427422","0.00500369","-999","-999","1267.36792","5.83933353","0.0161847044","false","-99","0.001701348","185.57211","3.04168","2011-04-01","2011-04-06","2011-04-12","55652.038865740746","55657.5805324074","55663.112175925926","MISGCSN1_13416_0229","43028","7","-999","3819758508178407424","37.575359344482422","37.1004524230957","1","-99","-99","-999"
"Mrk509","311.0404167","-10.72361111","202","6379641508759339455","AIS","0","0.011743329351938926","0.47634756565093994","GALEX J204409.7-104324","311.040495481458","-10.7234313448018","3","160","160","14.6240368","0.01252031","14.4985619","0.00766887","5133.18945","59.17967","5762.02441","40.6889648","0.0572269261","false","0.001163664","0.00194431306","311.30213","-10.32251","2006-09-08","2007-02-09","2007-07-13","53986.752418981487","54140.669085648151","54294.62737268518","AIS_248","50248","1","27","6379641508756193280","170.83447265625","166.98713684082031","1","47.685390472412109","48.055366516113281","0"
"Mrk590","33.64","-0.766666667","203","6458903073991434817","MIS","0","0.017080256204112864","0.25471359491348267","GALEX J021433.5-004559","33.639807220579549","-0.76645719077425389","3","1637.1","1637.1","16.92686","0.009050984","16.5147953","0.00613513263","615.5421","5.13007545","899.667053","5.08248329","0.03743719","false","0.00185914908","0.00198980863","33.77591","-0.98177","2003-10-15","2003-10-15","2003-10-15","52927.443553240744","52927.443553240744","52927.4625","MISDR1_17921_0405_css2481","52501","1","-999","6458903073988280320","26.673637390136719","15.388593673706055","0","5.7181534767150879","3.4181249141693115","264"
"Mrk590","33.64","-0.766666667","203","3779718692543138071","MIS","0","0.011989976826056693","0.4600047767162323","GALEX J021433.5-004559","33.639950448932808","-0.76647307377190033","3","3369.15","3369.15","16.8884926","0.008393602","16.47137","0.004612492","637.6832","4.9286","936.377563","3.9770112","0.03743719","false","0.002062832","0.00239437167","33.43954","-0.35242","2008-10-23","2008-10-23","2008-10-23","54762.638587962967","54762.680254629631","54762.726516203707","MISGCSS_17871_0405","41890","1","-999","3779718692539990016","27.762042999267578","15.931954383850098","0","5.9238362312316895","3.656362771987915","8"
"Mrk590","33.64","-0.766666667","203","2417626095868190738","MIS","0","0.024458699143840228","0.51469719409942627","GALEX J021433.5-004559","33.639593343015981","-0.76663778555438944","3","1663","1663","16.87391","0.0148140583","16.4627438","0.0066688857","646.304749","8.816202","943.847534","5.795959","0.03743719","false","0.00168100535","0.003452913","33.94578","-1.18039","2008-10-13","2008-10-13","2008-10-13","54752.847303240742","54752.847303240742","54752.866550925923","MISDR1_17921_0405","3177","1","-999","2417626095865036800","27.9835147857666","15.932496070861816","0","6.0039267539978027","3.6587073802948","8"
"Mrk590","33.64","-0.766666667","203","6377424942709866726","AIS","0","0.011597979983644018","0.47107991576194763","GALEX J021433.6-004600","33.640156961496047","-0.76677950432248076","3","112","112","16.94213","0.0450385138","16.4636841","0.0247029122","606.9463","25.1712322","943.031","21.45084","0.03743719","false","0.009677452","0.005188377","33.43371","-0.34334","2003-11-23","2003-11-23","2003-11-23","52966.566018518519","52966.566018518519","52966.567314814813","AIS_185","50185","1","73","6377424942706720768","27.959306716918945","17.356597900390625","1","5.6383018493652344","3.4909727573394775","0"
"Mrk590","33.64","-0.766666667","203","6377424954521029842","AIS","0","0.020986258378624941","0.520062267780304","GALEX J021433.6-004559","33.640255991397467","-0.76642829781811483","3","110","110","16.8150768","0.0419257879","16.439867","0.02377417","682.2936","26.34042","963.9459","21.1022224","0.03743719","false","0.006957882","0.004143237","33.94342","-1.18902","2003-11-21","2003-11-21","2003-11-21","52964.641539351855","52964.641539351855","52964.6428125","AIS_185","50185","1","84","6377424954517880832","28.579399108886719","17.049661636352539","0","6.338249683380127","4.1512765884399414","0"
"Mrk595","40.39541667","7.187222222","204","6377248945687495847","AIS","0","0.010819751484588403","0.37265181541442871","GALEX J024134.8+071113","40.395246717058242","7.1871582944446946","3","213","213","17.5934277","0.0396207422","17.5283928","0.0263747815","333.143341","12.1541309","353.7062","8.59017","0.1201034","false","0.00118906633","0.001499953","40.04557","7.32334","2007-10-18","2007-10-20","2007-10-23","54391.176400462959","54393.926400462959","54396.72375","AIS_180","50180","1","3","6377248945684348928","10.48680305480957","10.781364440917969","0","3.0947756767272949","3.1984145641326904","0"
"Mrk6","103.05125","74.42694444","205","6374223105793984028","AIS","0","0.018058947582901396","0.24353893101215363","GALEX J065212.1+742537","103.0504926270236","74.427166359166321","3","333","224","20.1924133","0.128332436","18.1402931","0.031192895","30.411417","3.59371185","201.3179","5.78240156","0.135455251","false","0.00350268162","0.001830012","103.87800","74.52852","2004-10-05","2004-12-18","2005-03-02","53283.156087962969","53357.4894212963","53431.848877314813","AIS_94","50094","1","18","6374223105790836736","5.9687418937683105","5.6552848815917969","0","0.28251057863235474","0.34509855508804321","0"
"Mrk618","69.0925","-10.37611111","206","6377495273873083704","AIS","0","0.029844686577270945","0.43995088338851929","GALEX J043622.2-102232","69.09273784931294","-10.37567215563462","3","144","144","15.4303751","0.02249395","15.3996553","0.0117544672","2442.598","50.5926971","2512.68262","27.1963577","0.07567043","false","0.00137958978","0.00171397743","68.95069","-10.79288","2003-12-02","2003-12-02","2003-12-02","52975.471747685187","52975.471747685187","52975.473414351851","AIS_187","50187","1","38","6377495273869934592","74.496871948242188","73.746353149414062","0","22.690811157226562","23.201597213745117","0"
"Mrk618","69.0925","-10.37611111","206","6377495262061920470","AIS","0","0.029665322987008077","0.5828779935836792","GALEX J043622.3-102234","69.0929664488819","-10.376295329127281","3","222","222","15.9578571","0.032099396","15.873991","0.0127418563","1502.65442","44.4146423","1623.31714","19.0461082","0.07567043","false","0.00144465175","0.0021374037","69.46085","-9.91956","2006-12-08","2006-12-26","2007-01-14","54077.369444444448","54095.869444444441","54114.411863425928","AIS_187","50187","1","27","6377495262058774528","48.128662109375","46.485210418701172","17","13.959092140197754","14.037253379821777","256"
"Mrk653","189.9654167","34.975","207","6374891608863671622","AIS","0","0.017210035454191489","0.49319371581077576","GALEX J123951.6+345829","189.9652806293216","34.974735723319007","3","209.05","209.05","18.8233871","0.07091349","18.4132423","0.04670993","107.311783","7.007231","156.567764","6.73413324","0.0152755063","false","0.0125966026","0.0080293","189.46729","35.25276","2007-03-01","2007-03-01","2007-03-01","54160.560590277775","54160.727256944439","54160.904166666667","AIS_113","50113","1","18","6374891608860524544","4.6419744491577148","3.6878044605255127","0","0.99688589572906494","0.70575124025344849","0"
"Mrk653","189.9654167","34.975","207","6374891607789930531","AIS","0","0.011772574287221444","0.57194393873214722","GALEX J123951.7+345829","189.96547629309259","34.974809963814423","3","213","213","18.9875088","0.112103567","18.2001343","0.04256856","92.25687","9.523318","190.522461","7.468017","0.0152755063","false","0.011115538","0.009579316","190.63825","35.12906","2007-03-01","2007-03-01","2007-03-01","54160.563831018517","54160.730497685188","54160.907395833332","AIS_113","50113","1","17","6374891607786782720","5.6486749649047852","4.3303847312927246","0","0.85703146457672119","0.78884679079055786","256"
"Mrk704","139.6083333","16.30527778","208","6377741536560416460","AIS","0","0.021846142896221967","0.29297229647636414","GALEX J091826.0+161820","139.60847512979791","16.305615478789779","3","175","175","16.4944839","0.0267379228","15.9965744","0.014220939","916.6594","22.5686646","1450.00671","18.98753","0.0288698245","false","0.00105512468","0.00152569346","139.89867","16.39670","2006-02-21","2006-08-06","2007-01-19","53787.006087962967","53953.25608796296","54119.541875","AIS_194","50194","1","12","6377741536557268992","42.99029541015625","43.273921966552734","0","8.5154199600219727","8.7162837982177734","0"
"Mrk728","165.2575","11.04694444","209","3854802142779938886","MIS","0","0.025758697349734693","0.099649079144001007","GALEX J110101.9+110249","165.25793575444479","11.04698183237867","1","1693.05","0","-999","-999","19.4758282","0.0299910083","-999","-999","58.83937","1.62490988","0.0205231179","false","-99","0.00186353468","165.26289","10.94745","2011-04-08","2011-04-08","2011-04-08","55659.688888888886","55659.688888888886","55659.7084837963","MISGCSN3_12356_0313","44024","7","-999","3854802142778884096","1.7444897890090942","1.7646045684814453","0","-99","-99","-999"
"Mrk728","165.2575","11.04694444","209","6381893365481344499","AIS","0","0.0030112755494507834","0.089847162365913391","GALEX J110101.8+110249","165.25753548922171","11.04698057289305","3","329","220","18.5187874","0.0582789965","18.6768684","0.03964913","142.064865","7.62375546","122.815239","4.4839015","0.0205231179","false","0.00168119033","0.00147338852","165.25656","10.95714","2004-02-22","2005-08-23","2007-02-22","53057.468645833338","53605.676979166667","54153.913923611108","AIS_312","50312","1","80","6381893365478195200","3.641268253326416","3.7338356971740723","0","1.3197289705276489","1.3833262920379639","0"
"Mrk739E","174.1225","21.59611111","210","6378867436467257368","AIS","0","0.080506880742933815","0.59523683786392212","GALEX J113629.1+213549","174.1213971696869","21.596976506522559","3","127","127","17.4614811","0.0497475155","16.6917152","0.0238778424","376.19223","17.2326241","764.3871","16.806551","0.0248545352","false","0.008661026","0.004557831","174.33604","22.15790","2007-02-21","2007-02-21","2007-02-21","54152.693530092591","54152.693530092591","54152.695","AIS_226","50226","1","12","6378867436464111616","22.662809371948242","21.077199935913086","1","3.4946837425231934","3.2121760845184326","0"
"Mrk739E","174.1225","21.59611111","210","6378867437541002757","AIS","0","0.093105088043915346","0.47489467263221741","GALEX J113629.0+213549","174.12120326324381","21.59708794738102","3","110","110","17.5892181","0.06607859","16.6914063","0.0254601259","334.437134","20.34911","764.6053","17.9253654","0.0248545352","false","0.006013973","0.00430415","173.79977","21.22834","2007-02-21","2007-02-21","2007-02-21","54152.610104166662","54152.610104166662","54152.61137731481","AIS_226","50226","1","13","6378867437537853440","22.669279098510742","21.285600662231445","0","3.1067945957183838","2.9921295642852783","0"
